Names,Prices,Link,Image Link
"
                Lenovo V15 82C5000CTX İ5-1035G1 8 GB RAM 256 GB SSD 15.6"" Free Dos Dizüstü Bilgisayar","6.044,75
                TL
",https://www.n11.com/urun/lenovo-v15-82c5000ctx-i5-1035g1-8-gb-ram-256-gb-ssd-156-free-dos-dizustu-bilgisayar-1689960?magaza=teknomerkez,https://n11scdn4.akamaized.net/a1/140/elektronik/dizustu-bilgisayar/lenovo-v15-82c5000ctx-i5-1035g1-8-gb-ram-256-gb-ssd-156-free-dos-dizustu-bilgisayar__1267939802477709.jpg
"
                                HP 15-DA2044NT 1E0S2EA03 i3-10110U 8 GB RAM 256 GB SSD 15.6"" W10H HD Dizüstü Bilgisayar","4.481,28
                TL
",https://www.n11.com/urun/hp-15-da2044nt-1e0s2ea03-i3-10110u-8-gb-ram-256-gb-ssd-156-w10h-hd-dizustu-bilgisayar-1654257?magaza=teknoraks,https://n11scdn4.akamaized.net/a1/140/elektronik/dizustu-bilgisayar/hp-15-da2044nt-1e0s2ea03-i3-10110u-8-gb-ram-256-gb-ssd-156-w10h-hd-dizustu-bilgisayar__1155391275935279.png
"
                Asus X515JA-BR070 i3-1005G1 4 GB 256 GB SSD 15.6"" Free Dos Dizüstü Bilgisayar","4.089,99
                TL
",https://www.n11.com/urun/asus-x515ja-br070-i3-1005g1-4-gb-256-gb-ssd-156-free-dos-dizustu-bilgisayar-1943921?magaza=teknolojininyolu,https://n11scdn.akamaized.net/a1/140/elektronik/dizustu-bilgisayar/asus-x515ja-br070-i3-1005g1-4-gb-256-gb-ssd-156-free-dos-dizustu-bilgisayar__0453173608894010.jpg
"
                                Huawei MateBook D16 Harvey-WAP9D Ryzen 5-4600H 16 GB 512 GB W10H Dizüstü Bilgisayar","9.399,00
                TL
",https://www.n11.com/urun/huawei-matebook-d16-harvey-wap9d-ryzen-5-4600h-16-gb-512-gb-w10h-dizustu-bilgisayar-1829938?magaza=pliples,https://n11scdn.akamaized.net/a1/140/elektronik/dizustu-bilgisayar/huawei-matebook-d16-harvey-wap9d-ryzen-5-4600h-16-gb-512-gb-w10h-dizustu-bilgisayar__0700140100167660.jpg
"
                                HP 14S-FQ0014NT 227D6EA AMD Ryzen 3-3250U 4 GB 128 GB SSD 14"" W10H Dizüstü Bilgisayar","3.499,00
                TL
",https://www.n11.com/urun/hp-14s-fq0014nt-227d6ea-amd-ryzen-3-3250u-4-gb-128-gb-ssd-14-w10h-dizustu-bilgisayar-1680984?magaza=marmaraavm,https://n11scdn1.akamaized.net/a1/140/elektronik/dizustu-bilgisayar/hp-14s-fq0014nt-227d6ea-amd-ryzen-3-3250u-4-gb-128-gb-ssd-14-w10h-dizustu-bilgisayar__0654269325659586.png
"
                                Dell Vostro 3500-FB115F41N i5-1135G7 4 GB RAM 1 TB HDD 15.6"" Linux Dizüstü Bilgisayar","5.209,99
                TL
",https://www.n11.com/urun/dell-vostro-3500-fb115f41n-i5-1135g7-4-gb-ram-1-tb-hdd-156-linux-dizustu-bilgisayar-1921861?magaza=techburada,https://n11scdn1.akamaized.net/a1/140/elektronik/dizustu-bilgisayar/dell-vostro-3500-fb115f41n-i5-1135g7-4-gb-ram-1-tb-hdd-156-linux-dizustu-bilgisayar__0715140723437941.jpg
"
                Apple MVVM2TU/A Intel i9-9880H 16"" 1 TB SSD 16 GB RAM 4 GB Radeon Pro 5500M Dizüstü Bilgisayar","23.449,00
                TL
",https://www.n11.com/urun/apple-mvvm2tua-intel-i9-9880h-16-1-tb-ssd-16-gb-ram-4-gb-radeon-pro-5500m-dizustu-bilgisayar-1578937?magaza=btsmarket35,https://n11scdn3.akamaized.net/a1/140/elektronik/dizustu-bilgisayar/apple-mvvm2tua-intel-i9-9880h-16-1-tb-ssd-16-gb-ram-4-gb-radeon-pro-5500m-dizustu-bilgisayar__0472439102248588.jpg
"
                Acer TMP215-51D i5-10210U 16 GB RAM 512 GB SSD 2 GB GeForce MX230 15.6"" Free Dos Dizüstü Bilgisayar","6.359,99
                TL
",https://www.n11.com/urun/acer-tmp215-51d-i5-10210u-16-gb-ram-512-gb-ssd-2-gb-geforce-mx230-156-free-dos-dizustu-bilgisayar-1632518?magaza=os,https://n11scdn1.akamaized.net/a1/140/elektronik/dizustu-bilgisayar/acer-tmp215-51d-i5-10210u-16-gb-ram-512-gb-ssd-2-gb-geforce-mx230-156-free-dos-dizustu-bilgisayar__1549018527285316.png
"
                Lenovo IdeaPad 3 81W1005UTX Ryzen 3-3250U 8 GB 256 GB 15.6"" W10 FHD Dizüstü Bilgisayar","4.459,00
                TL
",https://www.n11.com/urun/lenovo-ideapad-3-81w1005utx-ryzen-3-3250u-8-gb-256-gb-156-w10-fhd-dizustu-bilgisayar-1992360?magaza=websiniall,https://n11scdn.akamaized.net/a1/140/elektronik/dizustu-bilgisayar/lenovo-ideapad-3-81w1005utx-ryzen-3-3250u-8-gb-256-gb-156-w10-fhd-dizustu-bilgisayar__0628670329567415.jpg
"
                Excalibur G770.1030-BUJ0X i5-10300H 16 GB 240 GB M2 SSD 4 GB GTX1650Tİ Free Dos Dizüstü Bilgisayar","8.099,00
                TL
",https://www.n11.com/urun/excalibur-g7701030-buj0x-i5-10300h-16-gb-240-gb-m2-ssd-4-gb-gtx1650ti-free-dos-dizustu-bilgisayar-1669540?magaza=excalibur,https://n11scdn.akamaized.net/a1/140/elektronik/dizustu-bilgisayar/excalibur-g7701030-buj0x-i5-10300h-16-gb-240-gb-m2-ssd-4-gb-gtx1650ti-free-dos-dizustu-bilgisayar__0735256677535975.jpg
 Oppo Reno 4 Lite 128 GB (Oppo Türkiye Garantili),"3.214,90 TL ",https://www.n11.com/urun/oppo-reno-4-lite-128-gb-oppo-turkiye-garantili-1569668?magaza=tk-market,https://n11scdn2.akamaized.net/a1/140/elektronik/cep-telefonu/oppo-reno-4-lite-128-gb-oppo-turkiye-garantili__0936628772219827.png
 Xiaomi Redmi Note 8 64 GB/4 GB (İthalatçı Garantili),"2.259,00 TL ",https://www.n11.com/urun/xiaomi-redmi-note-8-64-gb4-gb-ithalatci-garantili-1207545?magaza=01tekno,https://n11scdn1.akamaized.net/a1/140/elektronik/cep-telefonu/xiaomi-redmi-note-8-64-gb4-gb-duos-ithalatci-garantili__1462816034907921.jpg
 Samsung Galaxy A02S Duos 32 GB (Samsung Türkiye Garantili),"2.019,00 TL ",https://www.n11.com/urun/samsung-galaxy-a02s-duos-32-gb-samsung-turkiye-garantili-1728334?magaza=tk-market,https://n11scdn3.akamaized.net/a1/140/elektronik/cep-telefonu/samsung-galaxy-a02s-duos-32-gb-samsung-turkiye-garantili__0868339660136543.jpg
 Apple iPhone 12 Pro 128 GB (Apple Türkiye Garantili),"13.949,00 TL ",https://www.n11.com/urun/apple-iphone-12-pro-128-gb-apple-turkiye-garantili-1640220?magaza=bittibitiyor,https://n11scdn1.akamaized.net/a1/140/elektronik/cep-telefonu/apple-iphone-12-pro-128-gb-apple-turkiye-garantili__1301325577449716.jpg
 Poco X3 NFC 128 GB (Xiaomi Türkiye Garantili),"3.665,00 TL ",https://www.n11.com/urun/poco-x3-nfc-128-gb-xiaomi-turkiye-garantili-1573885?magaza=mistore,https://n11scdn.akamaized.net/a1/140/elektronik/cep-telefonu/xiaomi-poco-x3-nfc-128-gb-xiaomi-turkiye-garantili__0270254709379300.jpg
 Apple iPhone 12 Pro Max 128 GB (Apple Türkiye Garantili),"15.799,00 TL ",https://www.n11.com/urun/apple-iphone-12-pro-max-128-gb-apple-turkiye-garantili-1640446?magaza=bittibitiyor,https://n11scdn.akamaized.net/a1/140/elektronik/cep-telefonu/apple-iphone-12-pro-max-128-gb-apple-turkiye-garantili__1105728805907330.jpg
 Xiaomi Mi Note 10 Lite 64 GB 6 GB Ram (Xiaomi Türkiye Garantili),"3.659,00 TL ",https://www.n11.com/urun/xiaomi-mi-note-10-lite-64-gb-6-gb-ram-xiaomi-turkiye-garantili-1377383?magaza=bittibitiyor,https://n11scdn1.akamaized.net/a1/140/elektronik/cep-telefonu/xiaomi-mi-note-10-lite-64-gb-6-gb-ram-xiaomi-turkiye-garantili__1417566889792691.jpg
 Xiaomi Redmi Note 8 Pro 128 GB/6 GB Duos (İthalatçı Garantili),"2.899,00 TL ",https://www.n11.com/urun/xiaomi-redmi-note-8-pro-128-gb6-gb-duos-ithalatci-garantili-1293101?magaza=01tekno,https://n11scdn2.akamaized.net/a1/140/elektronik/cep-telefonu/xiaomi-redmi-note-8-pro-128-gb6-gb-duos-ithalatci-garantili__0192639394878322.jpg
 Samsung Galaxy A51 128 GB (Samsung Türkiye Garantili),"3.249,00 TL ",https://www.n11.com/urun/samsung-galaxy-a51-128-gb-samsung-turkiye-garantili-1222359?magaza=tk-market,https://n11scdn1.akamaized.net/a1/140/elektronik/cep-telefonu/samsung-galaxy-a51-128-gb-samsung-turkiye-garantili__1576637167857866.jpg
  Apple iPhone 11 128 GB (Apple Türkiye Garantili),"7.799,99 TL ",https://www.n11.com/urun/apple-iphone-11-128-gb-apple-turkiye-garantili-1107897?magaza=aksarayiletisim,https://n11scdn3.akamaized.net/a1/140/elektronik/cep-telefonu/apple-iphone-11-128-gb-apple-turkiye-garantili__0393290725740483.jpg
 Oppo Reno 4 Lite 128 GB (Oppo Türkiye Garantili),"3.239,90 TL ",https://www.n11.com/urun/oppo-reno-4-lite-128-gb-oppo-turkiye-garantili-1569668?magaza=bittibitiyor,https://n11scdn2.akamaized.net/a1/140/elektronik/cep-telefonu/oppo-reno-4-lite-128-gb-oppo-turkiye-garantili__1313632389263252.jpg
 Xiaomi Mi 11 Lite 6 GB 128 GB (Xiaomi Türkiye Garantili),"3.828,00 TL ",https://www.n11.com/urun/xiaomi-mi-11-lite-6-gb-128-gb-xiaomi-turkiye-garantili-1988470?magaza=bittibitiyor,https://n11scdn4.akamaized.net/a1/140/elektronik/cep-telefonu/xiaomi-mi-11-lite-6-gb-128-gb-xiaomi-turkiye-garantili__1491629430633759.jpg
 Xiaomi Mi 11 Lite 6 GB 128 GB (Xiaomi Türkiye Garantili),"3.829,00 TL ",https://www.n11.com/urun/xiaomi-mi-11-lite-6-gb-128-gb-xiaomi-turkiye-garantili-1988470?magaza=mieko,https://n11scdn3.akamaized.net/a1/140/elektronik/cep-telefonu/xiaomi-mi-11-lite-6-gb-128-gb-xiaomi-turkiye-garantili__0681126886295543.jpg
 Samsung Galaxy A02 Duos 32 GB (Samsung Türkiye Garantili),"1.769,00 TL ",https://www.n11.com/urun/samsung-galaxy-a02-duos-32-gb-samsung-turkiye-garantili-1931105?magaza=firsatbitmez,https://n11scdn4.akamaized.net/a1/140/elektronik/cep-telefonu/samsung-galaxy-a02-duos-32-gb-samsung-turkiye-garantili__1068248708307634.jpg
 TCL 10L Duos 256 GB (TCL Türkiye Garantili),"2.399,00 TL ",https://www.n11.com/urun/tcl-10l-duos-256-gb-tcl-turkiye-garantili-1799826?magaza=bittibitiyor,https://n11scdn2.akamaized.net/a1/140/elektronik/cep-telefonu/tcl-10l-duos-256-gb-tcl-turkiye-garantili__1123368831943752.png
  Samsung Galaxy S20 Plus 128 GB (Samsung Türkiye Garantili),"6.799,00 TL ",https://www.n11.com/urun/samsung-galaxy-s20-plus-128-gb-samsung-turkiye-garantili-1255038?magaza=samsungturkiye,https://n11scdn1.akamaized.net/a1/140/elektronik/cep-telefonu/samsung-galaxy-s20-plus-128-gb-samsung-turkiye-garantili__0310771205590291.jpg
  Xiaomi Redmi Note 10 Pro 8 GB Ram 128 GB (Xiaomi Türkiye Garantili),"4.089,00 TL ",https://www.n11.com/urun/xiaomi-redmi-note-10-pro-8-gb-ram-128-gb-xiaomi-turkiye-garantili-1967193?magaza=reyontek,https://n11scdn4.akamaized.net/a1/140/elektronik/cep-telefonu/xiaomi-redmi-note-10-pro-8-gb-ram-128-gb-xiaomi-turkiye-garantili__0812836305210034.jpg
 Apple iPhone 12 Pro 256 GB (Apple Türkiye Garantili),"14.779,00 TL ",https://www.n11.com/urun/apple-iphone-12-pro-256-gb-apple-turkiye-garantili-1640241?magaza=bittibitiyor,https://n11scdn1.akamaized.net/a1/140/elektronik/cep-telefonu/apple-iphone-12-pro-256-gb-apple-turkiye-garantili__1090503006137686.jpg
  Apple iPhone 11 128 GB (Apple Türkiye Garantili),"7.868,00 TL ",https://www.n11.com/urun/apple-iphone-11-128-gb-apple-turkiye-garantili-1107897?magaza=gelecekbizde,https://n11scdn4.akamaized.net/a1/140/elektronik/cep-telefonu/apple-iphone-11-128-gb-apple-turkiye-garantili__1285650853286469.jpg
  Samsung Galaxy M12 Duos 64 GB (Samsung Türkiye Garantili),"2.499,00 TL ",https://www.n11.com/urun/samsung-galaxy-m12-duos-64-gb-samsung-turkiye-garantili-2002208?magaza=samsungturkiye,https://n11scdn2.akamaized.net/a1/140/elektronik/cep-telefonu/samsung-galaxy-m12-duos-64-gb-samsung-turkiye-garantili__0355002901789497.jpg
  Oppo A15S 64 GB (Oppo Türkiye Garantili),"2.197,90 TL ",https://www.n11.com/urun/oppo-a15s-64-gb-oppo-turkiye-garantili-1919577?magaza=aksarayiletisim,https://n11scdn2.akamaized.net/a1/140/elektronik/cep-telefonu/oppo-a15s-64-gb-oppo-turkiye-garantili__1572129276351592.jpg
  General Mobile GM21 Plus 4 GB 64 GB (General Mobile Türkiye Garantili),"1.796,00 TL ",https://www.n11.com/urun/general-mobile-gm21-plus-4-gb-64-gb-general-mobile-turkiye-garantili-2014986?magaza=ceptelefonu-online,https://n11scdn3.akamaized.net/a1/140/elektronik/cep-telefonu/general-mobile-gm21-plus-4-gb-64-gb-general-mobile-turkiye-garantili__0547677736833808.png
 Xiaomi Redmi Note 10 Pro 6 GB Ram 128 GB (Xiaomi Türkiye Garantili),"3.779,00 TL ",https://www.n11.com/urun/xiaomi-redmi-note-10-pro-6-gb-ram-128-gb-xiaomi-turkiye-garantili-1970743?magaza=penguenbilgisayar,https://n11scdn3.akamaized.net/a1/140/elektronik/cep-telefonu/xiaomi-redmi-note-10-pro-6-gb-ram-128-gb-xiaomi-turkiye-garantili__0459612646802548.jpg
 Xiaomi Redmi Note 9 64 GB (Xiaomi Türkiye Garantili),"2.730,00 TL ",https://www.n11.com/urun/xiaomi-redmi-note-9-64-gb-xiaomi-turkiye-garantili-1387192?magaza=dtechome,https://n11scdn3.akamaized.net/a1/140/elektronik/cep-telefonu/xiaomi-redmi-note-9-64-gb-xiaomi-turkiye-garantili__0859627558113953.jpg
 Huawei Y7 2019 Duos 64 GB (İthalatçı Garantili),"1.799,00 TL ",https://www.n11.com/urun/huawei-y7-2019-duos-64-gb-ithalatci-garantili-1610519?magaza=asitane,https://n11scdn4.akamaized.net/a1/140/elektronik/cep-telefonu/huawei-y7-2019-duos-64-gb-ithalatci-garantili__0883693272642959.png
 Apple iPhone 11 64 GB (Apple Türkiye Garantili),"7.900,00 TL ",https://www.n11.com/urun/apple-iphone-11-64-gb-apple-turkiye-garantili-1109951?magaza=gurgencler,https://n11scdn2.akamaized.net/a1/140/elektronik/cep-telefonu/apple-iphone-11-64-gb-apple-turkiye-garantili__0467761833718272.jpg
  Poco X3 Pro 256 GB/8GB (Xiaomi Türkiye Garantili),"3.829,00 TL ",https://www.n11.com/urun/poco-x3-pro-256-gb8gb-xiaomi-turkiye-garantili-1976508?magaza=arcell,https://n11scdn2.akamaized.net/a1/140/elektronik/cep-telefonu/poco-x3-pro-256-gb8gb-xiaomi-turkiye-garantili__0649104152199352.jpg
 Xiaomi Redmi Note 6 Pro 32 GB/3 GB Duos (İthalatçı Garantili),"1.749,00 TL ",https://www.n11.com/urun/xiaomi-redmi-note-6-pro-32-gb3-gb-duos-ithalatci-garantili-842251?magaza=mriletisim,https://n11scdn2.akamaized.net/a1/140/elektronik/cep-telefonu/xiaomi-redmi-note-6-pro-32-gb3-gb-duos-ithalatci-garantili__0695652803567792.jpg
 Poco X3 Pro 128 GB/6GB (Xiaomi Türkiye Garantili),"3.529,00 TL ",https://www.n11.com/urun/poco-x3-pro-128-gb6gb-xiaomi-turkiye-garantili-1976635?magaza=mistore,https://n11scdn2.akamaized.net/a1/140/elektronik/cep-telefonu/poco-x3-pro-128-gb6gb-xiaomi-turkiye-garantili__0649104152199352.jpg
 Hiking A22 Duos 64 GB (Hiking Türkiye Garantili),"1.429,00 TL ",https://www.n11.com/urun/hiking-a22-duos-64-gb-hiking-turkiye-garantili-1607740?magaza=mamcho,https://n11scdn4.akamaized.net/a1/140/elektronik/cep-telefonu/hiking-a22-duos-64-gb-hiking-turkiye-garantili__0256497203974879.jpg
  Apple iPhone 11 64 GB (Apple Türkiye Garantili),"7.388,00 TL ",https://www.n11.com/urun/apple-iphone-11-64-gb-apple-turkiye-garantili-1109951?magaza=gelecekbizde,https://n11scdn3.akamaized.net/a1/140/elektronik/cep-telefonu/apple-iphone-11-64-gb-apple-turkiye-garantili__0663147081664273.jpg
  Poco X3 NFC 128 GB (Xiaomi Türkiye Garantili),"3.378,00 TL ",https://www.n11.com/urun/poco-x3-nfc-128-gb-xiaomi-turkiye-garantili-1573885?magaza=aksarayiletisim,https://n11scdn.akamaized.net/a1/140/elektronik/cep-telefonu/poco-x3-nfc-128-gb-xiaomi-turkiye-garantili__0841785695401730.jpeg
 Xiaomi Redmi Note 10 Pro 6 GB Ram 128 GB (Xiaomi Türkiye Garantili),"3.689,00 TL ",https://www.n11.com/urun/xiaomi-redmi-note-10-pro-6-gb-ram-128-gb-xiaomi-turkiye-garantili-1970743?magaza=mieko,https://n11scdn3.akamaized.net/a1/140/elektronik/cep-telefonu/xiaomi-redmi-note-10-pro-6-gb-ram-128-gb-xiaomi-turkiye-garantili__0459612646802548.jpg
 Samsung Galaxy S20 FE 128 GB (Samsung Türkiye Garantili),"4.979,00 TL ",https://www.n11.com/urun/samsung-galaxy-s20-fe-128-gb-samsung-turkiye-garantili-1557583?magaza=bittibitiyor,https://n11scdn3.akamaized.net/a1/140/elektronik/cep-telefonu/samsung-galaxy-s20-fe-128-gb-samsung-turkiye-garantili__0463441299311973.jpg
  Samsung Galaxy A52 128 GB/8 GB (Samsung Türkiye Garantili),"4.095,00 TL ",https://www.n11.com/urun/samsung-galaxy-a52-128-gb8-gb-samsung-turkiye-garantili-1926237?magaza=gelecekbizde,https://n11scdn2.akamaized.net/a1/140/elektronik/cep-telefonu/samsung-galaxy-a52-128-gb8-gb-samsung-turkiye-garantili__0531112569854567.jpg
  Poco F3 256 GB/8 GB (Xiaomi Türkiye Garantili),"5.699,00 TL ",https://www.n11.com/urun/poco-f3-256-gb8-gb-xiaomi-turkiye-garantili-1976804?magaza=arcell,https://n11scdn4.akamaized.net/a1/140/elektronik/cep-telefonu/poco-f3-256-gb8-gb-xiaomi-turkiye-garantili__0202669776413724.jpg
 Apple iPhone 11 64 GB (Apple Türkiye Garantili),"7.359,00 TL ",https://www.n11.com/urun/apple-iphone-11-64-gb-apple-turkiye-garantili-1109951?magaza=mobilepoint,https://n11scdn4.akamaized.net/a1/140/elektronik/cep-telefonu/apple-iphone-11-64-gb-apple-turkiye-garantili__0849835094495659.jpg
  Samsung Galaxy A12 Duos 64 GB (Samsung Türkiye Garantili),"2.441,00 TL ",https://www.n11.com/urun/samsung-galaxy-a12-duos-64-gb-samsung-turkiye-garantili-1728514?magaza=reyontek,https://n11scdn1.akamaized.net/a1/140/elektronik/cep-telefonu/samsung-galaxy-a12-duos-64-gb-samsung-turkiye-garantili__0623584856349581.jpg
 Apple iPhone 11 64 GB (Apple Türkiye Garantili),"7.329,00 TL ",https://www.n11.com/urun/apple-iphone-11-64-gb-apple-turkiye-garantili-1109951?magaza=dtechome,https://n11scdn3.akamaized.net/a1/140/elektronik/cep-telefonu/apple-iphone-11-64-gb-apple-turkiye-garantili__0652457269091813.jpg
  Oppo Realme C15 4 GB 64 GB (Realme Türkiye Garantili),"2.014,00 TL ",https://www.n11.com/urun/oppo-realme-c15-4-gb-64-gb-realme-turkiye-garantili-1943094?magaza=aksarayiletisim,https://n11scdn.akamaized.net/a1/140/elektronik/cep-telefonu/oppo-realme-c15-4-gb-64-gb-realme-turkiye-garantili__1030661740062910.png
  Xiaomi Redmi Note 10 Pro 8 GB Ram 128 GB (Xiaomi Türkiye Garantili),"4.029,00 TL ",https://www.n11.com/urun/xiaomi-redmi-note-10-pro-8-gb-ram-128-gb-xiaomi-turkiye-garantili-1967193?magaza=aksarayiletisim,https://n11scdn4.akamaized.net/a1/140/elektronik/cep-telefonu/xiaomi-redmi-note-10-pro-8-gb-ram-128-gb-xiaomi-turkiye-garantili__0812836305210034.jpg
 Oppo Reno 5 Lite 128 GB (Oppo Türkiye Garantili),"3.440,00 TL ",https://www.n11.com/urun/oppo-reno-5-lite-128-gb-oppo-turkiye-garantili-1975090?magaza=cephaneteknoloji,https://n11scdn4.akamaized.net/a1/140/elektronik/cep-telefonu/oppo-reno-5-lite-128-gb-oppo-turkiye-garantili__0869743901048534.jpg
  Xiaomi Redmi Note 10 128 GB (Xiaomi Türkiye Garantili),"3.199,00 TL ",https://www.n11.com/urun/xiaomi-redmi-note-10-128-gb-xiaomi-turkiye-garantili-1918284?magaza=arcell,https://n11scdn.akamaized.net/a1/140/elektronik/cep-telefonu/xiaomi-redmi-note-10-128-gb-xiaomi-turkiye-garantili__1530296710373085.png
 Xiaomi Redmi Note 8 Pro 128 GB/6 GB Duos (İthalatçı Garantili),"2.968,20 TL ",https://www.n11.com/urun/xiaomi-redmi-note-8-pro-128-gb6-gb-duos-ithalatci-garantili-1293101?magaza=teknophone,https://n11scdn2.akamaized.net/a1/140/elektronik/cep-telefonu/xiaomi-redmi-note-8-pro-128-gb6-gb-duos-ithalatci-garantili__0192639394878322.jpg
 Huawei Y6S 64 GB (İthalatçı Garantili),"1.589,00 TL ",https://www.n11.com/urun/huawei-y6s-64-gb-ithalatci-garantili-1637306?magaza=oncu-teknoloji,https://n11scdn3.akamaized.net/a1/140/elektronik/cep-telefonu/huawei-y6s-64-gb-ithalatci-garantili__0565106604677853.png
 Huawei Y6 2019 32 GB Duos (İthalatçı Garantili),"1.549,00 TL ",https://www.n11.com/urun/huawei-y6-2019-32-gb-duos-ithalatci-garantili-1033129?magaza=oncu-teknoloji,https://n11scdn.akamaized.net/a1/140/elektronik/cep-telefonu/huawei-y6-2019-32-gb-duos-ithalatci-garantili__1333052143317865.png
 Xiaomi Redmi 9C Duos 2 GB 32 GB (Xiaomi Türkiye Garantili),"1.719,00 TL ",https://www.n11.com/urun/xiaomi-redmi-9c-duos-2-gb-32-gb-xiaomi-turkiye-garantili-1566144?magaza=timmy,https://n11scdn.akamaized.net/a1/140/elektronik/cep-telefonu/xiaomi-redmi-9c-duos-2-gb-32-gb-xiaomi-turkiye-garantili__0271393702552430.jpg
  Samsung Galaxy M12 Duos 128 GB (Samsung Türkiye Garantili),"2.699,00 TL ",https://www.n11.com/urun/samsung-galaxy-m12-duos-128-gb-samsung-turkiye-garantili-2002230?magaza=samsungturkiye,https://n11scdn.akamaized.net/a1/140/elektronik/cep-telefonu/samsung-galaxy-m12-duos-128-gb-samsung-turkiye-garantili__1254065132891345.jpg
  Apple iPhone 12 Pro 128 GB (Apple Türkiye Garantili),"13.843,00 TL ",https://www.n11.com/urun/apple-iphone-12-pro-128-gb-apple-turkiye-garantili-1640220?magaza=aksarayiletisim,https://n11scdn2.akamaized.net/a1/140/elektronik/cep-telefonu/apple-iphone-12-pro-128-gb-apple-turkiye-garantili__0505098372812212.jpg
 Samsung Galaxy A52 128 GB/8 GB (Samsung Türkiye Garantili),"4.075,00 TL ",https://www.n11.com/urun/samsung-galaxy-a52-128-gb8-gb-samsung-turkiye-garantili-1926237?magaza=turkuazankara,https://n11scdn4.akamaized.net/a1/140/elektronik/cep-telefonu/samsung-galaxy-a52-128-gb8-gb-samsung-turkiye-garantili__0590484331331464.jpg
 Apple iPhone SE 2020 64 GB (Apple Türkiye Garantili),"4.958,00 TL ",https://www.n11.com/urun/apple-iphone-se-2020-64-gb-apple-turkiye-garantili-1381478?magaza=cephaneteknoloji,https://n11scdn4.akamaized.net/a1/140/elektronik/cep-telefonu/apple-iphone-se-2020-64-gb-apple-turkiye-garantili__0167401165665679.png
 Xiaomi Redmi 9C Duos 64 GB (Xiaomi Türkiye Garantili),"2.019,00 TL ",https://www.n11.com/urun/xiaomi-redmi-9c-duos-64-gb-xiaomi-turkiye-garantili-1591705?magaza=mieko,https://n11scdn.akamaized.net/a1/140/elektronik/cep-telefonu/xiaomi-redmi-9c-duos-64-gb-xiaomi-turkiye-garantili__0271393702552430.jpg
 Xiaomi Redmi 9C Duos 64 GB (Xiaomi Türkiye Garantili),"2.019,00 TL ",https://www.n11.com/urun/xiaomi-redmi-9c-duos-64-gb-xiaomi-turkiye-garantili-1591705?magaza=mistore,https://n11scdn.akamaized.net/a1/140/elektronik/cep-telefonu/xiaomi-redmi-9c-duos-64-gb-xiaomi-turkiye-garantili__0271393702552430.jpg
 Xiaomi Redmi Note 10 Pro 8 GB Ram 128 GB (Xiaomi Türkiye Garantili),"4.230,00 TL ",https://www.n11.com/urun/xiaomi-redmi-note-10-pro-8-gb-ram-128-gb-xiaomi-turkiye-garantili-1967193?magaza=cephaneteknoloji,https://n11scdn4.akamaized.net/a1/140/elektronik/cep-telefonu/xiaomi-redmi-note-10-pro-8-gb-ram-128-gb-xiaomi-turkiye-garantili__0812836305210034.jpg
  Xiaomi Redmi Note 10 Pro 8 GB Ram 128 GB (Xiaomi Türkiye Garantili),"4.045,00 TL ",https://www.n11.com/urun/xiaomi-redmi-note-10-pro-8-gb-ram-128-gb-xiaomi-turkiye-garantili-1967193?magaza=gelecekbizde,https://n11scdn4.akamaized.net/a1/140/elektronik/cep-telefonu/xiaomi-redmi-note-10-pro-8-gb-ram-128-gb-xiaomi-turkiye-garantili__0812836305210034.jpg
